SubjectID,LabVisit,File,DateTime,TrialID,ActivityClass,Axis1,Axis2,Axis3
1000,1,1000_V1R3XP_4,1/27/2011 15:31:33.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:31:34.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:31:35.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:31:36.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:31:37.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:31:38.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:31:39.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:31:40.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:31:41.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:31:42.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:31:43.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:31:44.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:31:45.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:31:46.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:31:47.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:31:48.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:31:49.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:31:50.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:31:51.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:31:52.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:31:53.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:31:54.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:31:55.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:31:56.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:31:57.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:31:58.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:31:59.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:32:00.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:32:01.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:32:02.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:32:03.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:32:04.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:32:05.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:32:06.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:32:07.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:32:08.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:32:09.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:32:10.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:32:11.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:32:12.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:32:13.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:32:14.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:32:15.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:32:16.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:32:17.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:32:18.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:32:19.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:32:20.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:32:21.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:32:22.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:32:23.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:32:24.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:32:25.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:32:26.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:32:27.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:32:28.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:32:29.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:32:30.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:32:31.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:32:32.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:32:33.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:32:34.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:32:35.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:32:36.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:32:37.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:32:38.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:32:39.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:32:40.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:32:41.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:32:42.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:32:43.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:32:44.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:32:45.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:32:46.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:32:47.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:32:48.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:32:49.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:32:50.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:32:51.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:32:52.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:32:53.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:32:54.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:32:55.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:32:56.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:32:57.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:32:58.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:32:59.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:33:00.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:33:01.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:33:02.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:33:03.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:33:04.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:33:05.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:33:06.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:33:07.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:33:08.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:33:09.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:33:10.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:33:11.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:33:12.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:33:13.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:33:14.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:33:15.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:33:16.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:33:17.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:33:18.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:33:19.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:33:20.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:33:21.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:33:22.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:33:23.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:33:24.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:33:25.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:33:26.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:33:27.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:33:28.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:33:29.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:33:30.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:33:31.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:33:32.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:33:33.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:33:34.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:33:35.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:33:36.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:33:37.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:33:38.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:33:39.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:33:40.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:33:41.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:33:42.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:33:43.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:33:44.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:33:45.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:33:46.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:33:47.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:33:48.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:33:49.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:33:50.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:33:51.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:33:52.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:33:53.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:33:54.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:33:55.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:33:56.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:33:57.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:33:58.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:33:59.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:34:00.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:34:01.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:34:02.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:34:03.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:34:04.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:34:05.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:34:06.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:34:07.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:34:08.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:34:09.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:34:10.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:34:11.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:34:12.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:34:13.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:34:14.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:34:15.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:34:16.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:34:17.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:34:18.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:34:19.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:34:20.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:34:21.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:34:22.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:34:23.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:34:24.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:34:25.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:34:26.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:34:27.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:34:28.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:34:29.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:34:30.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:34:31.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:34:32.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:34:33.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:34:34.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:34:35.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:34:36.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:34:37.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:34:38.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:34:39.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:34:40.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:34:41.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:34:42.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:34:43.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:34:44.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:34:45.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:34:46.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:34:47.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:34:48.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:34:49.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:34:50.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:34:51.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:34:52.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:34:53.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:34:54.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:34:55.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:34:56.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:34:57.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:34:58.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:34:59.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:35:00.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:35:01.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:35:02.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:35:03.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:35:04.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:35:05.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:35:06.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:35:07.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:35:08.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:35:09.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:35:10.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:35:11.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:35:12.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:35:13.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:35:14.000,0,unknown,0,0,0
1000,1,1000_V1R3XP_4,1/27/2011 15:35:15.000,0,unknown,0,0,0
